country,city_name,name,address,rating,reviews_count,phone,website,business_type,hours,latitude,longitude,place_id,scraped_at
Austria,Graz,Hervis,"EKZ City Park, Lazarettgürtel 55, 8020 Graz, Austria",4.0,645,+43 316 710431,https://www.hervis.at/shop/store-finder/d/4302/graz-citypark,Sporting goods store,Closed ⋅ Opens 9 AM,47.0599304,15.4281468,ChIJpSqKoGU1bkcR4wAsvn4_8cw,2025-10-25T02:57:41.724976
Austria,Graz,Hütter GesmbH,"Zwaring AT, Liebochstraße 31, 8143 Dobl, Austria",4.3,406,+43 3136 93036,https://www.motor-huetter.at/,Motorcycle parts store,Closed ⋅ Opens 8:30 AM Mon,46.957846,15.3590795,ChIJ77Q85bQ1bkcRorG5ywaWs70,2025-10-25T02:57:41.100255
Austria,Graz,INTERSPORT Tscherne Graz Nord,"Wiener Straße 351 Shopping Nord 2/1, Top, 8051 Graz, Austria",4.2,233,+43 316 674444,https://www.intersport.at/shop/graz-nord-graz-9120045548761/,Sporting goods store,Closed ⋅ Opens 9 AM,47.1049336,15.3983789,ChIJayzxXTA0bkcR1ZCpgTmRJn4,2025-10-25T02:57:41.724972
Austria,Graz,Intersport,"Weblinger Gürtel 5, 8054 Graz, Austria",4.4,237,+43 316 296600,https://www.intersport.at/tscherne,Sporting goods store,Closed ⋅ Opens 9 AM,47.0344538,15.4132855,ChIJkTfmgT3Lb0cRDhzgSn-WrPs,2025-10-25T02:57:41.724957
Austria,Graz,Joe's Motorcycle Parts & Zubehör Service,"Lagergasse 122, 8020 Graz, Austria",,0,+43 316 272708,,Auto parts store,Closed ⋅ Opens 8:30 AM Mon,47.0554151,15.4344911,ChIJw6eADmE1bkcR04MGTaCy4cM,2025-10-25T02:57:40.461212
Austria,Graz,KFZ Krisper GmbH,"Bundesstraße 248, 8077 Gössendorf, Austria",4.6,167,+43 3135 46127,,Auto repair shop,Closed ⋅ Opens 7 AM,46.9967248,15.4967174,ChIJJcV9BJG0b0cR3bcSEpAwviw,2025-10-25T02:57:41.724942
Austria,Graz,KFZ Werkstätte Schafzahl,"Ludersdorf 242, 8200 Wilfersdorf, Austria",4.4,80,+43 664 1415317,https://www.kfz-schafzahl.at/,Motorcycle repair shop,Closed ⋅ Opens 8 AM Tue,47.1009466,15.6852043,ChIJa1QJPt9RbkcRV7by7M1HUfs,2025-10-25T02:57:41.100267
Austria,Graz,KFZ-Fischer Fachwerkstätte,"Harter Str. 108, 8053 Graz, Austria",4.7,722,+43 316 263880,http://www.kfz-fischer.at/,Car repair and maintenance service,Closed ⋅ Opens 7:30 AM Mon,47.0458296,15.4069119,ChIJkwpVdkg1bkcRo3u9phFpKRw,2025-10-25T02:57:40.461195
Austria,Graz,KTM Knopper Günter,"Lestein 74, 8511 St. Stefan ob Stainz, Austria",4.4,77,+43 664 3002567,https://www.knopper-kfz.at/,Motorcycle repair shop,Closed ⋅ Opens 3 PM Mon,46.9375648,15.2220888,ChIJb5CTUwPPb0cRM1sMeYbcx74,2025-10-25T02:57:41.100264
Austria,Graz,Kastner & Öhler Graz,"Sackstraße 7–13, 8010 Graz, Austria",4.5,5041,+43 316 8700,https://www.kastner-oehler.at/standort/graz/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmb&utm_term=gmb+standort+graz,Clothing store,Closed ⋅ Opens 9:30 AM,47.0720564,15.4369342,ChIJncGPeII1bkcRNLddWHX_u9A,2025-10-25T02:57:41.724954
Austria,Graz,Klinger OG Kfz- u Motorradtechnik,"Ortsried 13, 8401 Kalsdorf bei Graz, Austria",4.8,88,+43 3135 56060,http://www.klinger-racing.at/,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,46.9638001,15.4836259,ChIJdxrycA20b0cR_UUnUbnXH80,2025-10-25T02:57:41.100239
Austria,Graz,Liri Zweiradwerkstatt,"Triesterstraße 395, 8401 Feldkirchen bei Graz, Austria",4.9,182,+43 664 5250158,http://www.liri.at/,Car repair and maintenance service,Closed ⋅ Opens 8:30 AM Mon,46.9761584,15.4706154,ChIJr08la0O0b0cRWWC9dGofVeI,2025-10-25T02:57:40.461198
Austria,Graz,Louis Graz - Motorradbekleidung und Motorradzubehör,"Triesterstraße 391, 8055 Graz, Austria",4.4,2503,+43 316 296179,https://www.louis.at/de-at/filialen/louis-graz,Motorcycle parts store,Closed ⋅ Opens 9 AM,47.025177,15.435743,ChIJ25thE061b0cRnSjP7u5f-T0,2025-10-25T02:57:40.461196
Austria,Graz,MG Biketec GmbH,"Gewerbering 18, 8054 Pirka, Austria",4.6,99,+43 316 251513,https://www.mg-biketec.com/,Metal processing company,Closed ⋅ Opens 8 AM Mon,46.9969764,15.403272,ChIJGX6iDIDKb0cRskG72dpgjro,2025-10-25T02:57:40.461205
Austria,Graz,MNG ebike repair,"New York, Delancey St, 邮政编码: 10002",3.9,7,(646) 696-7669,,Motorcycle repair shop,Open ⋅ Closes 10 PM,40.7193645,-73.9916768,ChIJi5vRhWJZwokR4ZjgOHyFPTo,2025-10-25T02:57:41.100270
Austria,Graz,Moto Service,"Kärntner Str. 355/b, 8054 Graz, Austria",4.8,50,+43 664 7954816,https://www.facebook.com/motoservicegraz/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,47.0277467,15.4031853,ChIJBdztqSvLb0cRnNVqMqOtUfk,2025-10-25T02:57:40.461179
Austria,Graz,Motorbiene Umbau von Mopeds zu E-Bikes,"Gallmeyergasse 29, 8052 Graz, Austria",5.0,2,,https://www.motorbiene.at/,Motorcycle repair shop,,47.0600482,15.3994578,ChIJZUPorls1bkcRajlXz2A1pBQ,2025-10-25T02:57:40.461199
Austria,Graz,Motorrad Klug GmbH,"Harter Str. 94, 8053 Graz, Austria",4.5,498,+43 316 278558,https://www.klug.at/,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM,47.0475282,15.4084954,ChIJ-Wfzs0c1bkcR8BNh0AyGLLQ,2025-10-25T02:57:40.461203
Austria,Graz,Motorrad Schor,"Packer Str. 131, 8561 Söding, Austria",4.7,156,+43 664 4018377,https://www.motorradschor.com/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,47.0021494,15.2737731,ChIJzefOUmjMb0cR3xvpes2zdLQ,2025-10-25T02:57:40.461204
Austria,Graz,Motorradklinik GmbH - Graz,"Triesterstraße 391, 8055 Graz, Austria",4.1,142,+43 316 243330,http://www.motorradklinik.at/,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,47.0251301,15.4365913,ChIJz35IT061b0cRUjI4UoKT92k,2025-10-25T02:57:40.461189
Austria,Graz,Pickerlhalter,"Frauengasse 7, 8010 Graz, Austria",5.0,3,,https://pickerlhalter.at/,Motorcycle parts store,,47.0688479,15.4407426,ChIJNxyF2CU1bkcRz6SrYIKAOl8,2025-10-25T02:57:40.461209
Austria,Graz,"RFTEC Verkaufsstelle - SUP Board, Elektrofahrrad, Motorrad, Auto Zubehör","Hauptstraße 264, 8071 Gössendorf, Austria",3.6,9,+43 664 2791148,https://www.rftec.eu/,Outdoor sports store,Closed ⋅ Opens 10 AM Mon,46.9857597,15.493229,ChIJm1rraoi0b0cRN_udeSn8YFU,2025-10-25T02:57:41.100242
Austria,Graz,RM Product Line Ihr Partner für Stossdämpfer,"Mantscha 65, 8054 Graz, Austria",4.2,19,+43 316 281565,https://www.rmproducts.at/,Auto spring shop,Closed ⋅ Opens 4 PM Mon,47.0184733,15.360548,ChIJJ32_YLvKb0cRuHxNj6-KKDI,2025-10-25T02:57:41.724952
Austria,Graz,RadAktiv,"Annenstraße 50, 8020 Graz, Austria",4.5,187,+43 316 232101,https://www.radaktiv.at/,Bicycle Shop,Closed ⋅ Opens 9 AM,47.0713922,15.4235109,ChIJcXsNtHU1bkcREuGd4lvLiLA,2025-10-25T02:57:41.724916
Austria,Graz,SSA Service Station Aspeck,"Götzauegg 35, 8081 Felgitsch, Austria",5.0,12,+43 664 9158078,,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,46.9321956,15.5575114,ChIJnehKmtGxb0cRs_MTLYQeLa8,2025-10-25T02:57:41.100248
Austria,Graz,Sandro Bruxmeier - Autoglas | Windschutzscheiben | Steinschlagreparatur - Graz,"Wetzelsdorfer Str. 8, 8020 Graz, Austria",4.3,81,+43 316 581192,http://www.bruxis.at/,Auto glass repair service,Closed ⋅ Opens 8 AM Mon,47.0592106,15.4169947,ChIJkUcJjWs1bkcRYeuej9cE9ls,2025-10-25T02:57:41.100251
Austria,Graz,Stoichart Leder,"Volksgartenstraße 7, 8020 Graz, Austria",4.7,58,+43 316 713715,http://www.stoichart-leder.at/,Clothing store,Closed ⋅ Opens 9:30 AM,47.07221,15.428676,ChIJfxkTMHY1bkcRxyK-MJAdRuQ,2025-10-25T02:57:41.724969
Austria,Graz,Stoney-Custombikes,"Gewerbepark S 6, 8121 Kleinstübing, Austria",4.6,43,+43 676 6286934,,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,47.1855316,15.330307,ChIJWXgPIGgwbkcRdptH3KqigV0,2025-10-25T02:57:41.100214
Austria,Graz,Super Soco Store Graz,"Andritzer Reichsstraße 89, 8046 Graz, Austria",,0,+43 664 4274233,https://supersoco.shop/,Electric motor scooter dealer,Closed ⋅ Opens 8 AM Mon,47.1096527,15.4141918,ChIJZUZvUX81bkcRrwKDiMjnoPk,2025-10-25T02:57:41.100236
Austria,Graz,ULBEL-KFZ Meisterbetrieb,"Kapellenstraße 72, 8053 Graz, Austria",4.6,30,+43 699 10529118,http://www.ulbel.com/,Motorcycle repair shop,Closed ⋅ Opens 10 AM Mon,47.0473876,15.4182373,ChIJVazO20Q1bkcRyjrjYyJpJa0,2025-10-25T02:57:40.461208
Austria,Graz,Weichberger,"Bahnhofgürtel 7, 8020 Graz, Austria",4.6,306,+43 316 713861,https://www.weichberger.at/cms/graz-bahnhofguertel,Tire shop,Closed ⋅ Opens 8 AM,47.0824816,15.4159839,ChIJxxidX6Q1bkcRZdTqLI_j3xk,2025-10-25T02:57:41.724947
Austria,Graz,Zweirad Janger GmbH,"Kirchengasse 4, 8112 Gratwein, Austria",4.5,173,+43 3124 51238,https://radsport-janger.at/,Bicycle Shop,Closed ⋅ Opens 8:45 AM,47.1297632,15.3179421,ChIJi0kLT34xbkcRrwm3pnGAFv8,2025-10-25T02:57:41.724945
Austria,Graz,auner Graz – auner Motorradbekleidung und Zubehör Handels GmbH,"Kärntner Str. 141, 8053 Graz, Austria",4.7,293,+43 316 273919,http://www.auner.at/,Sportswear store,Closed ⋅ Opens 9 AM,47.0482471,15.4157457,ChIJl61-XEQ1bkcRxMK7PVSzggk,2025-10-25T02:57:41.100223
Austria,Graz,tvs,"141 Worth St, New York, NY 10013",,0,,,Motorcycle repair shop,,40.7152719,-74.0017594,ChIJHb_GFwBbwokRj0U-FlS9h2Y,2025-10-25T02:57:41.100278
Austria,Graz,ÖAMTC Stützpunkt Graz-Ost,"C.v, Conrad-von-Hötzendorf-Straße 127, 8010 Graz, Austria",4.4,616,+43 316 5040,https://www.oeamtc.at/standorte/steiermark/graz-ost-16192415,Car repair and maintenance service,Closed ⋅ Opens 7 AM Mon,47.0513889,15.4511111,ChIJzzifvZdKbkcRP6Y2ysl_fXs,2025-10-25T02:57:41.724964
Austria,Vienna,2 wheel Schmidtmayr,"Dapontegasse 6, 1030 Wien, Austria",4.7,110,+43 1 7120977,https://www.schmidtmayr.at/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,48.1981907,16.3888559,ChIJWVhPjW8HbUcRPsxdTemaVaI,2025-10-25T02:57:36.386451
Austria,Vienna,2Rad-Börse Werkstatt,"Ernst-Renz-Gasse 7, 1020 Wien, Austria",4.4,426,+43 1 2148897,http://www.2rad-boerse-wkst.at/,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,48.2175631,16.387894,ChIJMW7jiAgHbUcRVijcHFwNJYg,2025-10-25T02:57:37.639909
Austria,Vienna,AGO MOTO,"Industriestraße 7, 2201 Gerasdorf bei Wien, Austria",4.8,34,+43 699 12727505,,Motorcycle repair shop,Closed ⋅ Opens 8:30 AM Mon,48.2824601,16.4817429,ChIJq_kx3UADbUcRn25MUoExaBg,2025-10-25T02:57:37.017258
Austria,Vienna,American Iron Vienna,"Hans-Fronius-Straße 15, 2380 Perchtoldsdorf, Austria",4.9,65,+43 1 6992240,http://www.american-iron-vienna.at/,Motorcycle shop,Closed ⋅ Opens 8 AM Mon,48.1241761,16.2895494,ChIJ2ZLAy7OobUcR-QicGNiu5w0,2025-10-25T02:57:37.017265
Austria,Vienna,BMW Motorcycle Center Vienna,"Heiligenstädter Str. 64, 1190 Wien, Austria",4.5,799,+43 1 3686868,http://www.bmw-wien-motorradzentrum.at/,Motorcycle repair shop,Closed ⋅ Opens 9 AM,48.2425155,16.3617801,ChIJOQNKCDoGbUcRkJELwMFYBqU,2025-10-25T02:57:37.017249
Austria,Vienna,Bc Costums,"Klederinger Str. 56, 1100 Wien, Austria",,0,+43 664 1040830,,Motorcycle repair shop,,48.1314695,16.4244936,ChIJs4PnnDyrbUcRg-yLwH8cYq4,2025-10-25T02:57:37.639871
Austria,Vienna,Benisch Thomas Tom's Bike Service,"Staudiglgasse 1, 1100 Wien, Austria",4.3,158,+43 1 6070082,https://www.tomsbikeservice.at/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,48.1711741,16.3809325,ChIJQ5zQBMGpbUcRYkhsGEdkr3Q,2025-10-25T02:57:36.386438
Austria,Vienna,Bike Connexion,"Altmannsdorfer Str. 323, 1230 Wien, Austria",3.5,42,+43 1 66222660,,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,48.1399238,16.3243925,ChIJ0f2ZG-aobUcR2AT043aR7QM,2025-10-25T02:57:37.017243
Austria,Vienna,Bike Hub,"Flachgasse 1, 1140 Wien, Austria",5.0,17,+43 681 10163360,,Motorcycle repair shop,Closed ⋅ Opens 9 AM,48.193186,16.3129525,ChIJmZnTnXepbUcR_93rledChNA,2025-10-25T02:57:36.386424
Austria,Vienna,BikeCity,"Mariahilfer Str. 206, 1150 Wien, Austria",3.7,253,+43 1 892815313,https://bikecity.at/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,48.1905996,16.3234753,ChIJA25QvwSobUcRSxZEOdKZsXo,2025-10-25T02:57:36.386456
Austria,Vienna,Brand. Schneller. Service Brand-Racing,"Triester Str. 241, 1230 Wien, Austria",4.8,158,+43 680 1217377,http://www.brand-racing.com/,Motorcycle repair shop,Closed ⋅ Opens 12 PM Mon,48.1450461,16.3322263,ChIJBay_CvuobUcRQUvsLPvseAY,2025-10-25T02:57:36.386448
Austria,Vienna,Bruno Siegl Ges.m.b.H.,"Lautenschlägergasse 23, 1110 Wien, Austria",3.8,32,+43 1 7694612,http://www.bsiegl.at/,Auto repair shop,,48.1734264,16.4235606,ChIJEZLpmASqbUcRsgeAUGEW8Kg,2025-10-25T02:57:37.017238
Austria,Vienna,Deinbike.at e.U.,"Concorde Business Pk. 1, A2/3B, 2320 Schwechat, Austria",5.0,161,+43 680 1481728,http://www.deinbike.at/,Motorcycle repair shop,,48.137681,16.4958723,ChIJ2W8OmdyqbUcRPMrgdKBrSKY,2025-10-25T02:57:37.639902
Austria,Vienna,DieWerkstatt – Ihre KFZ-Werkstatt für Reparatur und Service,"Hofherr-Schrantz-Gasse 4, 1210 Wien, Austria",4.5,148,+43 1 2700300,http://www.diewerkstatt.cc/,Motorcycle repair shop,Closed ⋅ Opens 7 AM Mon,48.2849365,16.3719198,ChIJxbCv5fYFbUcRlG3_u5Heouc,2025-10-25T02:57:37.639917
Austria,Vienna,Donke`s Bikeservice,"Fabriksgasse 9, 2201 Gerasdorf bei Wien, Austria",4.7,24,,http://www.donke.at/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,48.3032154,16.4874724,ChIJ1QikfrUFbUcRKOmXGq0GwW0,2025-10-25T02:57:37.639890
Austria,Vienna,Ducati Honda Wien Liesing,"Liesinger-Flur-Gasse 16-18, 1230 Wien, Austria",4.3,342,+43 1 8661029310,https://www.motorrad-wien.at/,Motorcycle repair shop,Closed ⋅ Opens 9 AM Mon,48.1301737,16.3024076,ChIJ5_6eyO2pbUcRgVv8E0RbHHI,2025-10-25T02:57:36.386470
Austria,Vienna,EHS KFZ Technik KG,"Schanzstraße 51, 1140 Wien, Austria",4.8,129,+43 1 9566764,https://www.ehs-kfztechnik.at/,Motorcycle repair shop,Closed ⋅ Opens 7 AM Mon,48.2021317,16.3121762,ChIJr_FwFAEIbUcRk4aBk1WSxx0,2025-10-25T02:57:37.017227
Austria,Vienna,FADU Bike & E-Mobility by ABG Transport,"Weyringergasse 37, 1040 Wien, Austria",4.9,235,+43 1 5050686,https://fadu-bike.at/,Bicycle Shop,Closed ⋅ Opens 10 AM,48.1880979,16.3741551,ChIJgzBHzOepbUcRf1cFRWHV8jg,2025-10-25T02:57:37.639920
Austria,Vienna,Fischer's Harley-Davidson Vienna,"Triester Str. 260/262, 1230 Wien, Austria",4.7,862,+43 1 6985252,http://www.harley-davidson-wien.at/,Motorcycle repair shop,Closed ⋅ Opens 10 AM,48.1347222,16.3238889,ChIJI-KEd92obUcRkZx5Nux5aFA,2025-10-25T02:57:37.639884
Austria,Vienna,Forstinger Austria GmbH,"Gewerbeparkstraße 5, 1220 Wien, Austria",3.9,410,+43 59 101 9090,http://www.forstinger.com/,Car repair and maintenance service,Closed ⋅ Opens 9 AM,48.2468038,16.4650446,ChIJjR44wk0BbUcRaNGUQoN7mms,2025-10-25T02:57:37.639881
Austria,Vienna,Franz Dorfner,"Triester Str. 241, 1230 Wien, Austria",4.8,58,+43 1 6673278,http://www.franz-dorfner.at/,Motorcycle repair shop,Closed ⋅ Opens 2 PM Mon,48.1451054,16.332219,ChIJFakENvuobUcRij9r2rGVRR0,2025-10-25T02:57:37.017260
Austria,Vienna,Huber Ernst Kfz- Fachbetrieb GmbH,"Canavesegasse 30, 1230 Wien, Austria",4.6,36,+43 1 86913140,http://motorrad-reparatur.at/,Auto repair shop,Closed ⋅ Opens 8:15 AM Mon,48.1445865,16.2928021,ChIJaTbSaJmobUcRudpBIR89N_k,2025-10-25T02:57:37.639915
Austria,Vienna,IL MOTO MOTORCYCLE TRADE & REPAIR SHOP Ges.m.b.H,"Prager Str. 147, 1210 Wien, Austria",4.4,316,+43 1 2725000,http://www.ilmoto.at/,Motorcycle dealer,Closed ⋅ Opens 9 AM,48.2759009,16.3883247,ChIJxRoqbOcFbUcRsvXQ1QEULr4,2025-10-25T02:57:36.386467
Austria,Vienna,ITAL- JAP Die Motorradwerkstätte,"Hilschergasse 5, 1120 Wien, Austria",4.9,225,+43 1 5454395,https://www.ital-jap.com/,Motorcycle repair shop,Closed ⋅ Opens 8 AM Mon,48.1795576,16.3324666,ChIJl0lRmC-obUcR9qayhohAnqI,2025-10-25T02:57:36.386454
Austria,Vienna,KFZ Hörmann,"Stillfriedpl. 1/1, 1160 Wien, Austria",5.0,1,+43 676 9007014,,Motorcycle repair shop,,48.2127118,16.3101938,ChIJNz61Tg4JbUcR1lN__CCch94,2025-10-25T02:57:36.386459
Austria,Vienna,KFZ-Service Hermanngasse,"Hermanngasse 34, 1070 Wien, Austria",4.6,108,+43 1 5239505,http://www.kfz-service.net/,Car repair and maintenance service,Closed ⋅ Opens 7:30 AM Mon,48.2036161,16.3474176,ChIJ84_hVY0HbUcRFhRcd1z8Pkc,2025-10-25T02:57:37.639887
Austria,Vienna,KMH car workshop,"Dassanowskyweg 12, 1220 Wien, Austria",4.2,96,+43 1 2596144,http://www.kmh-kfzwerkstatt.at/,Car inspection station,Closed ⋅ Opens 7:30 AM Mon,48.2659653,16.4621915,ChIJx0JBMwQEbUcRsFBcZ3DdiMc,2025-10-25T02:57:37.639899
Austria,Vienna,Kura Handels GmbH,"Mariahilfer Str. 170, 1150 Wien, Austria",4.5,2,+43 1 8970154,http://www.kura.at/,Motorcycle repair shop,,48.1919222,16.3316798,ChIJ3e4wFhyobUcRPyEwgnpaE-M,2025-10-25T02:57:37.017267
Austria,Vienna,Köhres Volker - Motorradtechnik,"Arnsteingasse 14, 1150 Wien, Austria",4.9,26,+43 676 3554621,http://www.koehres.at/,Motorcycle repair shop,,48.18907,16.331594,ChIJYZYYYRmobUcRnPq_jCefFE0,2025-10-25T02:57:36.386443
Austria,Vienna,Louis Shop Vienna-South - motorcycle clothing and motorcycle accessories,"Triester Str. 258, 1230 Wien, Austria",4.6,1942,+43 1 6986633,https://www.louis.at/de-at/filialen/louis-wien-sued,Motorcycle parts store,Closed ⋅ Opens 9 AM,48.1352532,16.3242526,ChIJHa9Ied2obUcRxkWYMyDMQbc,2025-10-25T02:57:37.017233
Austria,Vienna,Louis Wien-Nord - Motorradbekleidung und Motorradzubehör,"Kagraner Pl. 20, 1220 Wien, Austria",4.5,2834,+43 1 2045903,https://www.louis.at/de-at/filialen/louis-wien-nord,Motorcycle parts store,Closed ⋅ Opens 9 AM,48.248746,16.449549,ChIJaw1vtbEGbUcR_UH94o6gGbQ,2025-10-25T02:57:37.017230
Austria,Vienna,MITICO Bikes Vienna,"Margaretenstraße 107, 1050 Wien, Austria",4.8,49,+43 1 9072087,https://www.miticobikes.com/,Motorcycle repair shop,Closed ⋅ Opens 11 AM Mon,48.188872,16.3546344,ChIJoXBd6yiobUcRp4HnIpFzQqg,2025-10-25T02:57:37.017241
Austria,Vienna,Manfred Faul,"Lorystraße 39, 1110 Wien, Austria",4.2,78,+43 1 7490999,,Auto repair shop,Closed ⋅ Opens 8 AM Mon,48.1728523,16.4132242,ChIJUU-qk_epbUcRnClSIrORfcU,2025-10-25T02:57:37.639893
